product_id,category_id,brand_id,name,description,specifications,warranty_months,return_days,is_final_sale,free_shipping,shipping_days,price,active,weight_kg,requires_installation,installation_notes
5001,1,37,Samsung Galaxy S24 Ultra,Celular insignia con cámara de 200MP y S Pen integrado,"Pantalla: 6.8in QHD+, RAM: 12GB, Almacenamiento: 512GB, Batería: 5000mAh",6,0,true,true,4,5529831.00,true,7.26,false,
5002,1,16,Laptop HP Pavilion 15.6in,Laptop ideal para trabajo y estudio con diseño moderno,"Procesador: Intel i5-12450H, RAM: 8GB, SSD: 512GB, Pantalla: FHD",12,60,false,false,4,2926279.00,false,1.48,false,
5003,1,3,MacBook Air M2,Portátil ultraligero con chip M2 para máximo rendimiento,"Chip: Apple M2, RAM: 8GB, SSD: 256GB, Pantalla: 13.6in Retina",12,0,true,false,4,5321008.00,true,3.14,false,
5004,1,41,Audífonos Sony WH-1000XM5,Audífonos premium con cancelación de ruido líder en la industria,"Driver: 30mm, ANC: Sí, Bluetooth: 5.2, Batería: 30 horas",36,60,false,false,5,1479197.00,true,7.29,false,
5005,1,37,Smart TV Samsung 55in 4K,Televisor inteligente con tecnología Crystal UHD,"Resolución: 4K UHD, HDR10+, Tizen OS, WiFi integrado",12,30,false,false,6,2181427.00,true,3.65,false,
5006,1,3,iPhone 15 Pro Max,El iPhone más avanzado con chip A17 Pro y titanio,"Pantalla: 6.7in OLED, Chip: A17 Pro, Cámara: 48MP, Almacenamiento: 256GB",24,60,false,false,2,6481727.00,true,2.31,false,
5007,1,25,Tablet Lenovo Tab P11,Tablet versátil para entretenimiento y productividad,"Pantalla: 11in 2K, Procesador: Snapdragon 662, RAM: 4GB, Batería: 7500mAh",18,60,false,false,10,1088354.00,true,5.54,false,
5008,1,41,Consola PlayStation 5,La consola de nueva generación con SSD ultrarrápido,"CPU: AMD Zen 2, GPU: RDNA 2, SSD: 825GB, Ray Tracing: Sí",12,60,false,false,9,2902810.00,true,2.21,false,
5009,1,47,Smartwatch Xiaomi Band 8,Pulsera inteligente con seguimiento de salud completo,"Pantalla: 1.62in AMOLED, Batería: 16 días, Resistencia: 5ATM",12,60,false,false,8,193246.00,true,2.02,false,
5010,1,23,Monitor LG UltraWide 34in,Monitor curvo ultrawide para gaming y productividad,"Resolución: 3440x1440, Tasa: 160Hz, Panel: IPS, HDR10",24,30,false,true,4,1799134.00,true,7.31,false,
5011,2,17,Nevera Haceb No Frost 400L,Nevera de doble puerta con tecnología No Frost,"Capacidad: 400L, No Frost: Sí, Dispensador: Agua, Eficiencia: A+",24,30,false,true,4,2527350.00,true,40.86,true,Requiere base o soporte de pared (no incluido). Instalación a cargo del cliente.
5012,2,45,Lavadora Whirlpool 18kg,Lavadora de carga superior con múltiples ciclos,"Capacidad: 18kg, Ciclos: 12, Velocidad: 750RPM, Ahorro agua: 40%",12,60,false,false,3,1932806.00,true,5.42,false,
5013,2,28,Estufa Mabe 4 Puestos,Estufa a gas con encendido eléctrico y horno,"Puestos: 4, Horno: 65L, Encendido: Eléctrico, Gas: Natural/Propano",36,30,false,false,8,711029.00,true,13.16,false,
5014,2,37,Aire Acondicionado Samsung 12000BTU,Aire acondicionado inverter con WiFi integrado,"Capacidad: 12000BTU, Inverter: Sí, WiFi: Sí, Eficiencia: A++",24,0,true,false,4,1612975.00,true,4.05,true,Se requiere conexión eléctrica de 220V. Verificar compatibilidad antes de instalar.
5015,2,33,Licuadora Oster Pro,Licuadora profesional con motor de alto rendimiento,"Motor: 1200W, Velocidades: 10, Vaso: 1.5L vidrio, Cuchillas: 6",36,30,false,true,5,283020.00,true,11.83,false,
5016,2,8,Horno Microondas Challenger,Microondas digital con función grill,"Capacidad: 23L, Potencia: 800W, Grill: Sí, Programas: 8",6,0,true,false,10,358419.00,true,42.88,false,
5017,2,47,Aspiradora Robot Xiaomi,Robot aspirador con mapeo láser y trapeado,"Succión: 4000Pa, Batería: 150min, App: Sí, Mapeo: LiDAR",6,60,false,true,4,891368.00,false,42.82,false,
5018,2,30,Cafetera Nespresso Vertuo,Cafetera de cápsulas con tecnología Centrifusion,"Presión: 19 bar, Capacidad: 1.1L, Bebidas: 5 tamaños, Calentamiento: 25seg",6,30,false,false,10,693765.00,true,33.81,false,
5019,3,44,Sofá Cama 3 Puestos,Sofá moderno convertible en cama matrimonial,"Material: Tela, Puestos: 3, Cama: Matrimonial, Color: Gris",12,30,false,false,10,1880105.00,true,22.98,false,
5020,3,9,Colchón Spring Ortopédico Queen,Colchón ortopédico con resortes ensacados,"Tamaño: Queen, Altura: 28cm, Resortes: 800, Garantía: 10 años",6,60,false,false,6,1319054.00,true,25.48,true,Se requiere conexión eléctrica de 220V. Verificar compatibilidad antes de instalar.
5021,3,21,Mesa de Comedor 6 Puestos,Mesa de comedor en madera con acabado moderno,"Material: Madera MDF, Puestos: 6, Largo: 180cm, Alto: 76cm",6,30,false,true,10,947736.00,true,41.28,false,
5022,3,20,Set Ollas Antiadherentes 10 Pzs,Juego completo de ollas con tapa de vidrio,"Piezas: 10, Material: Aluminio, Recubrimiento: Antiadherente, Tapa: Vidrio",36,30,false,false,8,381336.00,true,13.40,false,
5023,3,44,Escritorio de Oficina en L,Escritorio esquinero ideal para home office,"Material: Melamina, Forma: L, Largo: 150cm, Cajones: 3",36,30,false,true,5,597469.00,true,14.03,true,"Servicio de instalación disponible por $50,000 adicionales. Solicitar al momento de la compra."
5024,3,21,Cama Matrimonial con Cabecero,Cama estructural con cabecero tapizado,"Tamaño: Matrimonial, Material: Madera, Cabecero: Tapizado, Color: Wengue",12,0,true,true,5,784960.00,true,9.05,true,Requiere instalación profesional. Incluye servicio de instalación gratuito en las primeras 48 horas.
5025,3,6,Juego de Sábanas 300 Hilos,Sábanas de algodón egipcio alta calidad,"Hilos: 300, Material: Algodón egipcio, Piezas: 4, Tamaño: Queen",36,0,true,true,6,235988.00,false,33.24,false,
5026,4,31,Zapatillas Nike Air Max 90,Zapatillas icónicas con amortiguación Air visible,"Material: Cuero/Malla, Suela: Rubber, Amortiguación: Air Max, Uso: Casual",6,0,true,false,9,582248.00,true,0.48,false,
5027,4,1,Camiseta Adidas Training,Camiseta deportiva con tecnología Climalite,"Material: Poliéster, Tecnología: Climalite, Fit: Regular, Lavado: Máquina",36,60,false,true,4,135104.00,true,1.12,false,
5028,4,26,Jeans Levi's 501 Original,Jeans clásicos de corte recto,"Material: Denim, Corte: Recto, Tiro: Regular, Color: Azul medio",6,0,true,true,8,331744.00,true,0.96,false,
5029,4,43,Chaqueta North Face Thermoball,Chaqueta aislante ligera y comprimible,"Relleno: Thermoball, Exterior: Nylon, Capucha: Sí, Peso: 320g",6,0,true,true,7,900141.00,true,1.89,false,
5030,4,42,Vestido Studio F Elegante,Vestido casual elegante para toda ocasión,"Material: Viscosa, Largo: Midi, Manga: 3/4, Ocasión: Casual/Formal",36,30,false,true,3,275083.00,true,0.21,false,
5031,4,4,Zapatos Arturo Calle Oxford,Zapatos formales de cuero genuino,"Material: Cuero, Suela: Cuero, Tipo: Oxford, Color: Negro",18,0,true,true,10,425567.00,true,1.48,false,
5032,4,36,Sudadera Con Capucha Puma,Sudadera cómoda para uso diario,"Material: Algodón/Poliéster, Capucha: Sí, Bolsillos: Canguro, Fit: Regular",24,60,false,true,2,231180.00,true,0.31,false,
5033,5,14,Bicicleta MTB GW 27.5,Bicicleta de montaña con suspensión delantera,"Marco: Aluminio, Ruedas: 27.5in, Cambios: Shimano 21vel, Frenos: Disco",12,30,false,false,5,1302240.00,true,25.78,false,
5034,5,38,Trotadora Eléctrica Semikon,Trotadora plegable con programas de entrenamiento,"Motor: 2.5HP, Velocidad: 16km/h, Inclinación: 12 niveles, Pantalla: LCD",36,60,false,false,5,1942393.00,true,6.67,false,
5035,5,5,Mancuernas Ajustables 24kg,Set de mancuernas ajustables espacío-compactas,"Peso: 2-24kg, Ajuste: Dial, Material: Acero/Plástico, Set: 2 unidades",36,30,false,true,10,831755.00,true,27.42,false,
5036,5,31,Balón de Fútbol Nike Strike,Balón oficial para entrenamiento y partido,"Talla: 5, Material: TPU, Paneles: 12, Uso: Césped",6,0,true,false,10,143242.00,true,9.35,false,
5037,5,29,Colchoneta Yoga Premium,Colchoneta profesional antideslizante,"Espesor: 6mm, Material: PVC eco, Antideslizante: Sí, Largo: 180cm",12,0,true,true,5,188969.00,true,27.03,false,
5038,5,46,Raqueta Tenis Wilson Pro,Raqueta de tenis para jugadores intermedios,"Peso: 300g, Cabeza: 100in², Encordado: 16x19, Material: Grafito",36,60,false,true,7,439435.00,true,26.96,false,
5039,6,10,Secador Dyson Supersonic,Secador profesional con motor digital,"Motor: V9, Velocidades: 3, Temperaturas: 4, Tecnología: Ion",36,30,false,false,2,2042213.00,true,1.28,false,
5040,6,13,Plancha Cabello GHD Platinum,Plancha inteligente con control de temperatura,"Placas: Cerámicas, Temp: 185°C, Tecnología: Predictiva, Cable: 2.7m",6,30,false,false,4,1047504.00,true,0.12,false,
5041,6,7,Perfume Carolina Herrera Good Girl,Fragancia femenina icónica,"Tamaño: 80ml, Tipo: EDP, Familia: Oriental, Duración: 8+ horas",12,0,true,true,9,682706.00,true,1.86,false,
5042,6,24,Set Skincare La Roche-Posay,Kit completo para cuidado facial,"Piezas: 4, Tipo: Hidratante, Para: Piel sensible, SPF: 50",6,30,false,false,10,408178.00,true,1.97,false,
5043,6,35,Máquina Afeitar Philips OneBlade,Afeitadora eléctrica versátil,"Uso: Húmedo/Seco, Cuchillas: 3, Batería: 45min, Recortador: Sí",12,60,false,true,4,278397.00,true,2.13,false,
5044,6,27,Kit Maquillaje MAC,Estuche de maquillaje profesional,"Piezas: 12, Incluye: Labiales, sombras, bases, Estuche: Sí",36,30,false,true,7,441347.00,true,1.77,false,
5045,7,11,Cien Años de Soledad - García Márquez,Obra maestra de la literatura latinoamericana,"Páginas: 471, Pasta: Dura, Idioma: Español, Edición: Conmemorativa",12,30,false,true,7,74760.00,true,0.72,false,
5046,7,34,Agenda Ejecutiva 2026,Agenda profesional con planificador mensual,"Formato: A5, Páginas: 384, Cubierta: Cuero sintético, Cierre: Magnético",24,60,false,false,4,71945.00,true,1.20,false,
5047,7,39,Set Marcadores Sharpie 24 Colores,Marcadores permanentes de punta fina,"Cantidad: 24, Punta: Fina, Permanente: Sí, Colores: Surtidos",12,60,false,false,8,98913.00,true,1.22,false,
5048,7,32,Cuaderno Profesional Norma 200 Hojas,Cuaderno argollado rayado,"Hojas: 200, Tamaño: Carta, Argolla: Doble-O, Pasta: Dura",36,60,false,false,9,5504.00,true,0.14,false,
5049,7,2,Kindle Paperwhite 11th Gen,Lector de libros electrónicos resistente al agua,"Pantalla: 6.8in E-Ink, Luz: Ajustable, Almacenamiento: 8GB, Resistencia: IPX8",18,60,false,false,6,666254.00,true,1.16,false,
5050,8,22,LEGO Creator Expert,Set de construcción avanzado para adultos,"Piezas: 1500+, Edad: 16+, Tema: Arquitectura, Manual: Incluido",36,0,true,false,3,410789.00,true,6.34,false,
5051,8,15,Coche Travel System Graco,Coche con silla para carro incluida,"Edad: 0-3 años, Peso máx: 15kg, Silla: Click Connect, Plegable: Sí",36,60,false,false,5,948889.00,true,6.16,false,
5052,8,18,Muñeca Baby Alive,Muñeca interactiva con accesorios,"Edad: 3+, Funciones: Come/Bebe, Accesorios: 10, Pilas: Incluidas",18,60,false,true,6,170294.00,true,4.56,false,
5053,8,19,Pañales Huggies Supreme Etapa 3,Pañales premium con protección 12 horas,"Etapa: 3, Cantidad: 50, Peso: 7-10kg, Tecnología: Dry Touch",36,30,false,true,7,84501.00,true,14.48,false,
5054,8,12,Mesa de Actividades Fisher Price,Mesa musical educativa para bebés,"Edad: 6m-3años, Idiomas: 2, Luces: Sí, Música: 50+ canciones",12,30,false,true,9,281456.00,true,0.87,false,
5055,8,40,Triciclo Smart Trike,Triciclo evolutivo 4 en 1,"Edad: 10m-3años, Etapas: 4, Parasol: Sí, Cinturón: 5 puntos",6,60,false,true,6,462117.00,true,8.16,false,
5056,1,37,Samsung Galaxy S24 Ultra Plus,Celular insignia con cámara de 200MP y S Pen integrado,"Pantalla: 6.8in QHD+, RAM: 12GB, Almacenamiento: 512GB, Batería: 5000mAh",6,60,false,true,2,5518992.00,true,2.77,false,
5057,1,16,Laptop HP Pavilion 15.6in 2026,Laptop ideal para trabajo y estudio con diseño moderno,"Procesador: Intel i5-12450H, RAM: 8GB, SSD: 512GB, Pantalla: FHD",12,60,false,false,6,2892891.00,true,6.70,false,
5058,1,3,MacBook Air M2 Plus,Portátil ultraligero con chip M2 para máximo rendimiento,"Chip: Apple M2, RAM: 8GB, SSD: 256GB, Pantalla: 13.6in Retina",6,0,true,false,7,5285192.00,true,7.34,false,
5059,1,41,Audífonos Sony WH-1000XM5 Max,Audífonos premium con cancelación de ruido líder en la industria,"Driver: 30mm, ANC: Sí, Bluetooth: 5.2, Batería: 30 horas",24,60,false,false,3,1525647.00,true,4.82,false,
5060,1,37,Smart TV Samsung 55in 4K Max,Televisor inteligente con tecnología Crystal UHD,"Resolución: 4K UHD, HDR10+, Tizen OS, WiFi integrado",24,30,false,true,10,2204111.00,true,2.24,false,
5061,1,3,iPhone 15 Pro Max Max,El iPhone más avanzado con chip A17 Pro y titanio,"Pantalla: 6.7in OLED, Chip: A17 Pro, Cámara: 48MP, Almacenamiento: 256GB",24,30,false,true,10,6481556.00,true,6.14,false,
5062,1,25,Tablet Lenovo Tab P11 Lite,Tablet versátil para entretenimiento y productividad,"Pantalla: 11in 2K, Procesador: Snapdragon 662, RAM: 4GB, Batería: 7500mAh",12,30,false,true,2,1105744.00,true,1.08,false,
5063,1,41,Consola PlayStation 5 Pro,La consola de nueva generación con SSD ultrarrápido,"CPU: AMD Zen 2, GPU: RDNA 2, SSD: 825GB, Ray Tracing: Sí",12,30,false,false,6,2912038.00,true,7.61,false,
5064,1,47,Smartwatch Xiaomi Band 8 Lite,Pulsera inteligente con seguimiento de salud completo,"Pantalla: 1.62in AMOLED, Batería: 16 días, Resistencia: 5ATM",24,30,false,false,8,221542.00,true,4.56,false,
5065,1,23,Monitor LG UltraWide 34in Plus,Monitor curvo ultrawide para gaming y productividad,"Resolución: 3440x1440, Tasa: 160Hz, Panel: IPS, HDR10",18,0,true,false,4,1795521.00,true,6.34,false,
5066,2,17,Nevera Haceb No Frost 400L 2026,Nevera de doble puerta con tecnología No Frost,"Capacidad: 400L, No Frost: Sí, Dispensador: Agua, Eficiencia: A+",36,30,false,false,4,2503148.00,false,17.14,true,Instalación por técnico autorizado. Coordinar cita al 01 8000 123 456.
5067,2,45,Lavadora Whirlpool 18kg Pro,Lavadora de carga superior con múltiples ciclos,"Capacidad: 18kg, Ciclos: 12, Velocidad: 750RPM, Ahorro agua: 40%",36,0,true,false,5,1917652.00,true,12.34,true,Requiere base o soporte de pared (no incluido). Instalación a cargo del cliente.
5068,2,28,Estufa Mabe 4 Puestos Max,Estufa a gas con encendido eléctrico y horno,"Puestos: 4, Horno: 65L, Encendido: Eléctrico, Gas: Natural/Propano",24,30,false,false,8,716823.00,true,16.57,false,
5069,2,37,Aire Acondicionado Samsung 12000BTU Max,Aire acondicionado inverter con WiFi integrado,"Capacidad: 12000BTU, Inverter: Sí, WiFi: Sí, Eficiencia: A++",36,0,true,false,7,1609377.00,true,10.19,false,
5070,2,33,Licuadora Oster Pro Pro,Licuadora profesional con motor de alto rendimiento,"Motor: 1200W, Velocidades: 10, Vaso: 1.5L vidrio, Cuchillas: 6",24,0,true,true,6,314573.00,true,17.98,false,
5071,2,8,Horno Microondas Challenger 2026,Microondas digital con función grill,"Capacidad: 23L, Potencia: 800W, Grill: Sí, Programas: 8",6,0,true,true,8,353226.00,false,8.13,false,
5072,2,47,Aspiradora Robot Xiaomi Lite,Robot aspirador con mapeo láser y trapeado,"Succión: 4000Pa, Batería: 150min, App: Sí, Mapeo: LiDAR",12,60,false,true,9,934784.00,true,25.74,false,
5073,2,30,Cafetera Nespresso Vertuo 2026,Cafetera de cápsulas con tecnología Centrifusion,"Presión: 19 bar, Capacidad: 1.1L, Bebidas: 5 tamaños, Calentamiento: 25seg",12,60,false,false,10,721104.00,true,17.41,false,
5074,3,44,Sofá Cama 3 Puestos Plus,Sofá moderno convertible en cama matrimonial,"Material: Tela, Puestos: 3, Cama: Matrimonial, Color: Gris",36,60,false,false,4,1919976.00,true,30.98,true,Requiere base o soporte de pared (no incluido). Instalación a cargo del cliente.
5075,3,9,Colchón Spring Ortopédico Queen 2026,Colchón ortopédico con resortes ensacados,"Tamaño: Queen, Altura: 28cm, Resortes: 800, Garantía: 10 años",18,30,false,false,3,1348349.00,false,20.74,true,Requiere instalación profesional. Incluye servicio de instalación gratuito en las primeras 48 horas.
5076,3,21,Mesa de Comedor 6 Puestos Max,Mesa de comedor en madera con acabado moderno,"Material: Madera MDF, Puestos: 6, Largo: 180cm, Alto: 76cm",18,60,false,true,6,909188.00,true,20.72,true,Instalación incluida. El técnico contactará al cliente en 24-48 horas hábiles.
5077,3,20,Set Ollas Antiadherentes 10 Pzs Max,Juego completo de ollas con tapa de vidrio,"Piezas: 10, Material: Aluminio, Recubrimiento: Antiadherente, Tapa: Vidrio",12,30,false,false,10,367770.00,true,33.20,false,
5078,3,44,Escritorio de Oficina en L Pro,Escritorio esquinero ideal para home office,"Material: Melamina, Forma: L, Largo: 150cm, Cajones: 3",18,60,false,false,9,605630.00,true,9.78,true,"Servicio de instalación disponible por $50,000 adicionales. Solicitar al momento de la compra."
5079,3,21,Cama Matrimonial con Cabecero Lite,Cama estructural con cabecero tapizado,"Tamaño: Matrimonial, Material: Madera, Cabecero: Tapizado, Color: Wengue",36,60,false,true,5,834218.00,true,9.59,false,
5080,3,6,Juego de Sábanas 300 Hilos Plus,Sábanas de algodón egipcio alta calidad,"Hilos: 300, Material: Algodón egipcio, Piezas: 4, Tamaño: Queen",12,60,false,true,8,236237.00,true,42.20,false,
5081,4,31,Zapatillas Nike Air Max 90 Plus,Zapatillas icónicas con amortiguación Air visible,"Material: Cuero/Malla, Suela: Rubber, Amortiguación: Air Max, Uso: Casual",36,0,true,false,4,591287.00,true,1.06,false,
5082,4,1,Camiseta Adidas Training 2026,Camiseta deportiva con tecnología Climalite,"Material: Poliéster, Tecnología: Climalite, Fit: Regular, Lavado: Máquina",24,0,true,false,3,125020.00,true,0.76,false,
5083,4,26,Jeans Levi's 501 Original Lite,Jeans clásicos de corte recto,"Material: Denim, Corte: Recto, Tiro: Regular, Color: Azul medio",18,60,false,true,7,392259.00,true,1.51,false,
5084,4,43,Chaqueta North Face Thermoball Pro,Chaqueta aislante ligera y comprimible,"Relleno: Thermoball, Exterior: Nylon, Capucha: Sí, Peso: 320g",6,60,false,true,7,941700.00,true,0.96,false,
5085,4,42,Vestido Studio F Elegante Lite,Vestido casual elegante para toda ocasión,"Material: Viscosa, Largo: Midi, Manga: 3/4, Ocasión: Casual/Formal",24,0,true,false,9,290310.00,true,1.54,false,
5086,4,4,Zapatos Arturo Calle Oxford 2026,Zapatos formales de cuero genuino,"Material: Cuero, Suela: Cuero, Tipo: Oxford, Color: Negro",6,30,false,true,5,396898.00,true,1.66,false,
5087,4,36,Sudadera Con Capucha Puma Max,Sudadera cómoda para uso diario,"Material: Algodón/Poliéster, Capucha: Sí, Bolsillos: Canguro, Fit: Regular",24,60,false,false,6,223755.00,true,1.95,false,
5088,5,14,Bicicleta MTB GW 27.5 2026,Bicicleta de montaña con suspensión delantera,"Marco: Aluminio, Ruedas: 27.5in, Cambios: Shimano 21vel, Frenos: Disco",36,0,true,true,3,1323601.00,true,1.73,false,
5089,5,38,Trotadora Eléctrica Semikon Pro,Trotadora plegable con programas de entrenamiento,"Motor: 2.5HP, Velocidad: 16km/h, Inclinación: 12 niveles, Pantalla: LCD",36,0,true,false,4,1890139.00,true,3.13,false,
5090,5,5,Mancuernas Ajustables 24kg 2026,Set de mancuernas ajustables espacío-compactas,"Peso: 2-24kg, Ajuste: Dial, Material: Acero/Plástico, Set: 2 unidades",18,30,false,true,6,846449.00,true,11.88,false,
5091,5,31,Balón de Fútbol Nike Strike 2026,Balón oficial para entrenamiento y partido,"Talla: 5, Material: TPU, Paneles: 12, Uso: Césped",36,60,false,false,7,177619.00,true,13.31,false,
5092,5,29,Colchoneta Yoga Premium Max,Colchoneta profesional antideslizante,"Espesor: 6mm, Material: PVC eco, Antideslizante: Sí, Largo: 180cm",36,30,false,true,10,175729.00,true,22.33,false,
5093,5,46,Raqueta Tenis Wilson Pro Lite,Raqueta de tenis para jugadores intermedios,"Peso: 300g, Cabeza: 100in², Encordado: 16x19, Material: Grafito",36,30,false,true,4,403580.00,true,9.19,false,
5094,6,10,Secador Dyson Supersonic Pro,Secador profesional con motor digital,"Motor: V9, Velocidades: 3, Temperaturas: 4, Tecnología: Ion",24,0,true,false,10,2013431.00,false,0.97,false,
5095,6,13,Plancha Cabello GHD Platinum Max,Plancha inteligente con control de temperatura,"Placas: Cerámicas, Temp: 185°C, Tecnología: Predictiva, Cable: 2.7m",12,30,false,false,4,1030277.00,false,1.62,false,
5096,6,7,Perfume Carolina Herrera Good Girl Pro,Fragancia femenina icónica,"Tamaño: 80ml, Tipo: EDP, Familia: Oriental, Duración: 8+ horas",12,60,false,true,2,694900.00,true,0.71,false,
5097,6,24,Set Skincare La Roche-Posay 2026,Kit completo para cuidado facial,"Piezas: 4, Tipo: Hidratante, Para: Piel sensible, SPF: 50",6,0,true,true,9,379457.00,true,2.52,false,
5098,6,35,Máquina Afeitar Philips OneBlade 2026,Afeitadora eléctrica versátil,"Uso: Húmedo/Seco, Cuchillas: 3, Batería: 45min, Recortador: Sí",6,0,true,true,3,235159.00,true,1.39,false,
5099,6,27,Kit Maquillaje MAC 2026,Estuche de maquillaje profesional,"Piezas: 12, Incluye: Labiales, sombras, bases, Estuche: Sí",24,30,false,true,5,477977.00,true,2.49,false,
